"artist","firstName","lastName","gender","itemInSession","length","level","location","sessionId","song","userId"
"Pantera","Tegan","Levine","F","31","239.0722","paid","Portland-South Portland, ME","992","Becoming [Live Version]","80"
"Foo Fighters","Tegan","Levine","F","32","252.52526","paid","Portland-South Portland, ME","992","DOA","80"
"Jeremih","Tegan","Levine","F","33","220.55138","paid","Portland-South Portland, ME","992","My Ride","80"
"Charttraxx Karaoke","Tegan","Levine","F","34","225.17506","paid","Portland-South Portland, ME","992","Fireflies","80"
"Nirvana","Tegan","Levine","F","35","186.48771","paid","Portland-South Portland, ME","992","Breed","80"
"Kanye West","Tegan","Levine","F","36","311.84934","paid","Portland-South Portland, ME","992","Stronger","80"
"Kiuas","Tegan","Levine","F","37","265.24689","paid","Portland-South Portland, ME","992","The New Chapter","80"
"Wet Wet Wet","Tegan","Levine","F","38","237.71383","paid","Portland-South Portland, ME","992","Love Is All Around","80"
"Michael BublÃÂ©","Tegan","Levine","F","39","199.20934","paid","Portland-South Portland, ME","992","Come Fly With Me (Album Version)","80"
"Jody McBrayer","Tegan","Levine","F","40","247.19628","paid","Portland-South Portland, ME","992","To Ever Live Without Me","80"
"No Mercy","Tegan","Levine","F","41","240.8224","paid","Portland-South Portland, ME","992","Please Don't Go","80"
"Coldplay","Samuel","Gonzalez","M","0","47.64689","free","Houston-The Woodlands-Sugar Land, TX","876","Postcards From Far Away","61"
"Philippe Rochard","Samuel","Gonzalez","M","1","360.51546","free","Houston-The Woodlands-Sugar Land, TX","876","Crumpshit","61"
"Samy Deluxe","Tegan","Levine","F","43","238.36689","paid","Portland-South Portland, ME","992","Intro","80"
"Method Man","Tegan","Levine","F","44","196.75383","paid","Portland-South Portland, ME","992","Method Man","80"
"America","Samuel","Gonzalez","M","2","219.19302","free","Houston-The Woodlands-Sugar Land, TX","876","Love & Leaving","61"
"Pet Shop Boys With Dusty Springfield","Tegan","Levine","F","45","262.19057","paid","Portland-South Portland, ME","992","What Have I Done To Deserve This? (2001 Digital Remaster)","80"
"Paramore","Samuel","Gonzalez","M","3","267.65016","free","Houston-The Woodlands-Sugar Land, TX","876","The Only Exception (Album Version)","61"
"The Offspring","Tegan","Levine","F","46","239.93424","paid","Portland-South Portland, ME","992","We Are One","80"
"Markus Schulz Feat. Departure","Samuel","Gonzalez","M","6","543.58159","free","Houston-The Woodlands-Sugar Land, TX","876","Cause You Know","61"
"Lupe Fiasco feat. Nikki Jean","Tegan","Levine","F","47","242.49424","paid","Portland-South Portland, ME","992","Hip-Hop Saved My Life (feat. Nikki Jean) (Explicit Album Version)","80"
"ISRAEL & NEW BREED","Tegan","Levine","F","48","469.52444","paid","Portland-South Portland, ME","992","If Not For Your Grace","80"
"Florence + The Machine","Samuel","Gonzalez","M","7","80.87465","free","Houston-The Woodlands-Sugar Land, TX","876","Bird Song Intro","61"
"Crash Romeo","Tegan","Levine","F","49","170.84036","paid","Portland-South Portland, ME","992","Actions not words","80"
"Royksopp","Tegan","Levine","F","50","163.65669","paid","Portland-South Portland, ME","992","Happy Up Here","80"
"Cage The Elephant","Tegan","Levine","F","51","241.162","paid","Portland-South Portland, ME","992","In One Ear","80"
"The Unwinding Hours","Tegan","Levine","F","52","301.50485","paid","Portland-South Portland, ME","992","There Are Worse Things Than Being Alone","80"
"Shakira","Tegan","Levine","F","53","159.05914","paid","Portland-South Portland, ME","992","La Pared","80"
"Vader","Tegan","Levine","F","54","245.86404","paid","Portland-South Portland, ME","992","Fight Fire With Fire","80"
"Combichrist","Lily","Burns","F","0","336.14322","free","New York-Newark-Jersey City, NY-NJ-PA","958","red signal","32"
"Good Old War","Tegan","Levine","F","55","166.03383","paid","Portland-South Portland, ME","992","Just Another Day","80"
"Regina Spektor","Tegan","Levine","F","56","122.43546","paid","Portland-South Portland, ME","992","Baobabs (Bonus Album Version)","80"
"Cartola","Tegan","Levine","F","57","208.92689","paid","Portland-South Portland, ME","992","Sala De RecepÃÂ§ÃÂ£o","80"
"The Offspring","Tegan","Levine","F","58","175.04608","paid","Portland-South Portland, ME","992","Not the One (Album Version)","80"
"Nirvana","Tegan","Levine","F","59","257.01832","paid","Portland-South Portland, ME","992","Lithium","80"
"The Radio Dept.","Tegan","Levine","F","60","163.36934","paid","Portland-South Portland, ME","992","Where Damage Isn't Already Done","80"
"OlÃÂ© OlÃÂ©","Tegan","Levine","F","61","247.87546","paid","Portland-South Portland, ME","992","Con sÃÂ³lo una mirada","80"
"Lady GaGa","Tegan","Levine","F","62","274.18077","paid","Portland-South Portland, ME","992","Alejandro","80"
"The Temper Trap","Tegan","Levine","F","63","275.40853","paid","Portland-South Portland, ME","992","Fools","80"
"The Avett Brothers","Tegan","Levine","F","64","244.29669","paid","Portland-South Portland, ME","992","Go To Sleep","80"
"Professor Longhair","Ann","Banks","F","0","214.20363","free","Salt Lake City, UT","124","Mean Ol'World","99"
"Gary Hobbs","Jahiem","Miles","M","1","245.52444","free","San Antonio-New Braunfels, TX","42","En Mi Mundo","43"
"Lifehouse","Jahiem","Miles","M","2","203.59791","free","San Antonio-New Braunfels, TX","42","We'll Never Know","43"
"Olivia Ruiz","Jahiem","Miles","M","3","254.74567","free","San Antonio-New Braunfels, TX","42","Cabaret Blanco","43"
"Jordan Rudess","Cecilia","Owens","F","1","1367.84934","free","Atlanta-Sandy Springs-Roswell, GA","225","Tarkus","6"
"Deerhunter","Jayden","Graves","M","0","162.08934","paid","Marinette, WI-MI","128","Weird Era","25"
"Daughtry","Jayden","Graves","M","1","249.91302","paid","Marinette, WI-MI","128","No Surprise","25"
"Vinylshakerz","Jayden","Graves","M","6","207.25506","paid","Marinette, WI-MI","128","Club Tropicana","25"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jayden","Graves","M","7","277.15873","paid","Marinette, WI-MI","128","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","25"
"Son House","Jayden","Graves","M","8","182.43873","paid","Marinette, WI-MI","128","Depot Blues","25"
"Jason Mraz & Colbie Caillat","Jayden","Graves","M","9","189.6224","paid","Marinette, WI-MI","128","Lucky (Album Version)","25"
"The Romantics","Jayden","Graves","M","10","233.7171","paid","Marinette, WI-MI","128","Talking In Your Sleep","25"
"The Postal Service","Jayden","Graves","M","11","266.47465","paid","Marinette, WI-MI","128","Such Great Heights","25"
"Tweet","Jayden","Graves","M","12","281.80853","paid","Marinette, WI-MI","128","Always Will (LP Version)","25"
"Gang Starr/Inspectah Deck","Jayden","Graves","M","13","225.07057","paid","Marinette, WI-MI","128","Above The Clouds (Edited)","25"
"Kanye West","Jayden","Graves","M","14","164.38812","paid","Marinette, WI-MI","128","Coldest Winter","25"
"Shunza","Jayden","Graves","M","15","250.93179","paid","Marinette, WI-MI","128","Nan Ni Wan","25"
"Erykah Badu","Jayden","Graves","M","16","286.9024","paid","Marinette, WI-MI","128","Back In The Day","25"
"Mariza","Maia","Burke","F","0","239.3073","free","Houston-The Woodlands-Sugar Land, TX","143","Vielas De Alfama","51"
"Asia 2001","Jayden","Graves","M","22","150.30812","paid","Marinette, WI-MI","128","Epilogue","25"
"Alejandro Sanz","Maia","Burke","F","1","230.24281","free","Houston-The Woodlands-Sugar Land, TX","143","Non E_ Per Te_ Per Me","51"
"The Casualties","Jayden","Graves","M","23","131.23873","paid","Marinette, WI-MI","128","Fight For Your Life","25"
"Alliance Ethnik","Jayden","Graves","M","24","252.21179","paid","Marinette, WI-MI","128","ReprÃÂ©sente","25"
"Hey Monday","Jayden","Graves","M","25","222.98077","paid","Marinette, WI-MI","128","Run_ Don't Walk","25"
"Silverchair","Jayden","Graves","M","26","213.13261","paid","Marinette, WI-MI","128","The Door","25"
"El DeBarge","Jayden","Graves","M","27","323.47383","paid","Marinette, WI-MI","128","Love Always","25"
"Evanescence","Jayden","Graves","M","28","236.12036","paid","Marinette, WI-MI","128","Bring Me To Life","25"
"Ludovico Einaudi","Jayden","Graves","M","30","249.02485","paid","Marinette, WI-MI","128","The Snow Prelude No. 2","25"
"Caifanes","Jayden","Graves","M","31","210.88608","paid","Marinette, WI-MI","128","Ayer Me Dijo Un Ave","25"
"The xx","Jayden","Graves","M","32","188.55138","paid","Marinette, WI-MI","128","Basic Space","25"
"Swizz Beatz","Jayden","Graves","M","33","213.7073","paid","Marinette, WI-MI","128","Big Munny","25"
"OutKast","Jayden","Graves","M","34","239.35955","paid","Marinette, WI-MI","128","Ms. Jackson","25"
"The Black Keys","Jayden","Graves","M","35","300.30322","paid","Marinette, WI-MI","128","The Only One","25"
"Nappy Roots [featuring Anthony Hamilton]","Jayden","Graves","M","36","248.00608","paid","Marinette, WI-MI","128","Po' Folks","25"
"Whitesnake","Jayden","Graves","M","37","250.3571","paid","Marinette, WI-MI","128","Fool For Your Loving","25"
"Foolish Things","Jayden","Graves","M","38","266.86649","paid","Marinette, WI-MI","128","Who Can Compare","25"
"Soda Stereo","Jayden","Graves","M","39","317.6224","paid","Marinette, WI-MI","128","PrÃÂ³fugos","25"
"Edward Sharpe & The Magnetic Zeros","Jayden","Graves","M","40","306.31138","paid","Marinette, WI-MI","128","Home","25"
"Anberlin","Aleena","Kirby","F","0","258.42893","paid","Waterloo-Cedar Falls, IA","196","Dismantle. Repair.","44"
"L-7","Aleena","Kirby","F","2","168.56771","paid","Waterloo-Cedar Falls, IA","196","Shitlist","44"
"Future Of The Left","Aleena","Kirby","F","4","112.63955","paid","Waterloo-Cedar Falls, IA","196","Fingers Become Thumbs","44"
"Franz Ferdinand","Aleena","Kirby","F","5","206.28853","paid","Waterloo-Cedar Falls, IA","196","Call Me","44"
"Travie McCoy","Aleena","Kirby","F","6","211.12118","paid","Waterloo-Cedar Falls, IA","196","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","44"
"Lily Allen","Aleena","Kirby","F","7","194.76853","paid","Waterloo-Cedar Falls, IA","196","Smile","44"
"Rancid","Aleena","Kirby","F","8","223.65995","paid","Waterloo-Cedar Falls, IA","196","Fall Back Down (Album Version)","44"
"Katy Perry","Aleena","Kirby","F","9","228.49261","paid","Waterloo-Cedar Falls, IA","196","I'm Still Breathing","44"
"Freestylers","Aleena","Kirby","F","10","340.06159","paid","Waterloo-Cedar Falls, IA","196","Punks (Krafty Kuts Remix)","44"
"Kid Rock","Rylan","George","M","1","296.95955","free","Birmingham-Hoover, AL","15","All Summer Long (Album Version)","16"
"LITE","Aleena","Kirby","F","11","248.08444","paid","Waterloo-Cedar Falls, IA","196","On A Gloomy Evening","44"
"The Killers","Rylan","George","M","2","220.89098","free","Birmingham-Hoover, AL","15","When You Were Young","16"
"Hymie's Basement","Aleena","Kirby","F","12","175.38567","paid","Waterloo-Cedar Falls, IA","196","Ghost Dream","44"
"Pavement","Aleena","Kirby","F","13","195.73506","paid","Waterloo-Cedar Falls, IA","196","Rooftop Gambler","44"
"Trey Songz","Rylan","George","M","3","205.81832","free","Birmingham-Hoover, AL","15","Can't Help But Wait (Album Version)","16"
"Shakira","Aleena","Kirby","F","14","159.05914","paid","Waterloo-Cedar Falls, IA","196","La Pared","44"
"Billy J Kramer & The Dakotas","Rylan","George","M","4","191.32036","free","Birmingham-Hoover, AL","15","Tennessee Waltz (Live)","16"
"Arctic Monkeys","Aleena","Kirby","F","15","138.10893","paid","Waterloo-Cedar Falls, IA","196","D is for Dangerous","44"
"Dashboard Confessional","Rylan","George","M","5","224.54812","free","Birmingham-Hoover, AL","15","Ghost Of A Good Thing","16"
"Moby","Aleena","Kirby","F","18","196.75383","paid","Waterloo-Cedar Falls, IA","196","Lift Me Up","44"
"Dan Deacon","Aleena","Kirby","F","19","483.89179","paid","Waterloo-Cedar Falls, IA","196","Snookered","44"
"Puddle Of Mudd","Aleena","Kirby","F","20","210.80771","paid","Waterloo-Cedar Falls, IA","196","Psycho","44"
"Red Hot Chili Peppers","Aleena","Kirby","F","21","334.65424","paid","Waterloo-Cedar Falls, IA","196","Snow [Hey Oh] (Album Version)","44"
"The Barbarians","Aleena","Kirby","F","22","149.44608","paid","Waterloo-Cedar Falls, IA","196","Memphis_ Tennessee","44"
"Julia Fordham","Aleena","Kirby","F","23","213.44608","paid","Waterloo-Cedar Falls, IA","196","Jump (Live)","44"
"Alicia Keys","Aleena","Kirby","F","24","455.52281","paid","Waterloo-Cedar Falls, IA","196","Streets Of New York (City Life)","44"
"Regina Spektor","Aleena","Kirby","F","25","247.69261","paid","Waterloo-Cedar Falls, IA","196","Another Town","44"
"Deborah Harry & Iggy Pop","Aleena","Kirby","F","26","207.49016","paid","Waterloo-Cedar Falls, IA","196","Well Did You Evah!","44"
"Dr. Dre / Eminem / Alvin Joiner","Aleena","Kirby","F","27","244.21832","paid","Waterloo-Cedar Falls, IA","196","What's The Difference","44"
"Marcel Woods","Aleena","Kirby","F","28","424.33261","paid","Waterloo-Cedar Falls, IA","196","Advanced (Ton T.B. Mix)","44"
"OneRepublic","Aleena","Kirby","F","29","208.14322","paid","Waterloo-Cedar Falls, IA","196","Apologize","44"
"Beastie Boys","Aleena","Kirby","F","30","172.22485","paid","Waterloo-Cedar Falls, IA","196","The Maestro","44"
"Paramore","Aleena","Kirby","F","31","267.65016","paid","Waterloo-Cedar Falls, IA","196","The Only Exception (Album Version)","44"
"Varios","Aleena","Kirby","F","32","204.64281","paid","Waterloo-Cedar Falls, IA","196","Hasta siempre","44"
"The Black Keys","Aleena","Kirby","F","33","191.76444","paid","Waterloo-Cedar Falls, IA","196","Howlin For You","44"
"Muse","Aleena","Kirby","F","34","198.79138","paid","Waterloo-Cedar Falls, IA","196","Feeling Good","44"
"Frankie J","Aleena","Kirby","F","35","254.32771","paid","Waterloo-Cedar Falls, IA","196","Daddy's Little Girl","44"
"Kirk Franklin & The Family","Aleena","Kirby","F","36","418.71628","paid","Waterloo-Cedar Falls, IA","196","Now Behold The Lamb","44"
"Cooly's Hot Box","Aleena","Kirby","F","37","371.06893","paid","Waterloo-Cedar Falls, IA","196","Make Me Happy","44"
"Ron Van Den Beuken","Cecilia","Owens","F","0","506.5922","free","Atlanta-Sandy Springs-Roswell, GA","229","Timeless","6"
"Sparks","Aleena","Kirby","F","38","199.02649","paid","Waterloo-Cedar Falls, IA","196","Lost And Found","44"
"Regina Spektor","Aleena","Kirby","F","39","191.08526","paid","Waterloo-Cedar Falls, IA","196","The Calculation (Album Version)","44"
"Subhumans","Aleena","Kirby","F","40","209.37098","paid","Waterloo-Cedar Falls, IA","196","Rain","44"
"Sia","Aleena","Kirby","F","43","302.602","paid","Waterloo-Cedar Falls, IA","196","Beautiful Calm Driving","44"
"Shadows Fall","Aleena","Kirby","F","44","178.65098","paid","Waterloo-Cedar Falls, IA","196","Lead Me Home","44"
"Eminem / Dr. Dre / 50 Cent","Aleena","Kirby","F","45","297.56036","paid","Waterloo-Cedar Falls, IA","196","Crack A Bottle","44"
"Vampire Weekend","Aleena","Kirby","F","46","195.7873","paid","Waterloo-Cedar Falls, IA","196","Oxford Comma (Album)","44"
"Eddie Floyd","Lily","Burns","F","1","198.19057","free","New York-Newark-Jersey City, NY-NJ-PA","31","Guess Who","32"
"The Swell Season","Sylvie","Cruz","F","0","319.13751","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","220","If You Want Me (Live)","10"
"Alex Band","Jordan","Hicks","F","0","238.8371","free","Salinas, CA","145","Tonight (Single Mix)","37"
"Nightwish","Sylvie","Cruz","F","1","305.97179","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","220","The Islander","10"
"Cartola","Brantley","West","M","0","172.12036","free","Portland-Vancouver-Hillsboro, OR-WA","133","As Rosas NÃÂ£o Falam","28"
"Vampire Weekend","Brantley","West","M","1","269.16526","free","Portland-Vancouver-Hillsboro, OR-WA","133","I Think Ur A Contra","28"
"Sebadoh","Brantley","West","M","2","210.18077","free","Portland-Vancouver-Hillsboro, OR-WA","133","Hassle","28"
"Incubus","Brantley","West","M","3","212.74077","free","Portland-Vancouver-Hillsboro, OR-WA","133","Wish You Were Here","28"
"Blue States","Brantley","West","M","4","239.3073","free","Portland-Vancouver-Hillsboro, OR-WA","133","Allies","28"
"Octopus Project","Magdalene","Herman","F","1","498.33751","free","Dallas-Fort Worth-Arlington, TX","141","Hypnopaedia","77"
"Mike Posner","Jahiem","Miles","M","0","214.7522","free","San Antonio-New Braunfels, TX","228","Cooler Than Me","43"
"Alliance Ethnik","Chloe","Roth","F","0","252.21179","free","Indianapolis-Carmel-Anderson, IN","176","ReprÃÂ©sente","78"
"Gang Starr/Inspectah Deck","Chloe","Roth","F","3","225.07057","free","Indianapolis-Carmel-Anderson, IN","176","Above The Clouds (Edited)","78"
"Was (Not Was)","Braden","Parker","M","1","239.15057","free","Youngstown-Warren-Boardman, OH-PA","164","Shake Your Head","74"
"23 Skidoo","Chloe","Roth","F","4","370.88608","free","Indianapolis-Carmel-Anderson, IN","176","Crossfire","78"
"Dwight Yoakam","Chloe","Roth","F","5","239.3073","free","Indianapolis-Carmel-Anderson, IN","176","You're The One","78"
"Finger Eleven","Adler","Barrera","M","1","259.68281","free","New York-Newark-Jersey City, NY-NJ-PA","198","Obvious Heart","100"
"Shaggy","Adler","Barrera","M","2","212.97587","free","New York-Newark-Jersey City, NY-NJ-PA","198","Intoxication","100"
